devote,1
spine,3
discount,1
pretended,1
monarch,2
densest,1
arena,1
steinis,1
core,19
reheated,1
soulless,8
steady,5
stress-reducing,1
tweaked,2
sweet-and-sour,2
larceny,1
weak,20
incomprehensible,5
attitude,10
panic,2
chew,6
sharpie,1
executives,2
non-bondish,1
entwined,1
forges,1
crock,1
book-on-tape,1
rusted-out,1
heaven,23
gags,42
funky,1
frailties,1
fetid,1
lolling,1
drives,5
bottomless,1
pervasive,3
denver,1
dread,3
indian-american,1
suggest,6
costs,2
nikita,1
casual,9
industrial-model,1
ingeniously,1
delights,7
along,53
doe-eyed,1
pickup,2
bowl,2
icy,2
worried,1
'epic,2
hostess,1
!,121
stepford,1
scum,1
vaudeville,3
ut,1
poorly-constructed,1
confrontation,1
sincera,1
outta,1
so-bad-it's-funny,1
sticker,1
trocadilho,1
beware,2
reminder,8
scenery,10
stores,2
professionalism,4
careful,8
flaunts,1
done-that,1
observe,3
seduced,2
perde-se,1
alex,1
vary,1
your,264
quadrangle,1
jones,19
plus,5
p,5
swings,5
food-spittingly,1
labels,1
acting,107
na,8
great-grandson,4
deteriorating,1
gaza,2
ensues,4
candidate,3
italian-,1
meshes,1
frazzled,1
instilled,1
squandering,3
avert,1
flatulence,4
denlopp,1
nominated,2
second-guess,1
sweep,3
grittiest,1
detracts,1
faso,2
pin,1
chevy,1
pie-type,1
wintry,2
trials,3
entering,1
noticing,2
bestowing,1
post-soviet,1
bang-up,1
cassel,1
unintentionally,10
directorial,18
overt,1
charles,6
assumes,2
intermediary,1
demand,6
schticky,1
1958,2
minac,1
perseverance,1
'ace,1
unexplainable,2
myopic,2
atypically,1
little-known,3
playwriting,1
borrows,7
undermines,5
adventures,8
solipsistic,1
excrescence,1
'laugh,1
venture,5
figures,11
stages,4
'quit,1
cope,2
1952,3
unentertaining,1
wear,6
contraption,2
9/11,2
name,21
unwillingness,2
forages,1
cried,1
severely,4
creator,2
crispin,1
anecdote,1
atmospherics,2
studiously,2
fresh-faced,2
warm-blooded,1
space,18
usual,32
uncommercial,2
dinero,1
genial,5
half-lit,1
rash,1
ritter,1
saeko,1
coma-like,1
caton-jones,1
winking,1
star-making,2
zaza,1
'special,1
prequel,1
cheapo,2
quasi-shakespearean,1
thunderous,1
flimsy,7
forced,22
8,8
ironically,6
rolling,6
exceptions,1
skeeved,1
proof,6
whimper,3
underwhelming,1
bullwinkle,2
cliff-notes,1
95-minute,1
mccann,1
tinny,1
idiocy,5
schwentke,1
occurrences,1
tavernier,3
olivier,3
testimonials,1
ecclesiastes,1
ja,1
hyper-time,1
uproarious,2
controlled,4
stereo,1
estudo,1
ll,1
timeframe,2
third-person,1
ad,5
parodia,1
humana,1
deceptive,1
tape,1
knoxville,1
ni,3
instructive,2
wreaked,1
arbitrary,3
void,3
misfires,2
home,61
adroitly,3
re-imagining,1
sadly,12
rests,3
by,795
talento,2
seated,1
iris,2
wedding,21
looked,9
bo,1
lip-gloss,1
material,95
low,27
painterly,2
operates,4
later,8
exquisite,8
fulfilling,3
topic,9
hiv/aids,1
embellishment,1
suited,8
willingness,4
burden,1
italian,14
mary,5
franchise,22
allison,1
lingers,4
elements,36
dizzy,2
penned,1
140,1
bombs,1
venerable,1
ka,1
become,54
dumbed-down,5
display,9
lacking,26
unacceptable,1
crummy-looking,1
genet,1
travelogue,3
circumstantial,2
facet,3
'classic,2
bummer,1
befits,1
cleverness,8
self-involved,1
starry,1
naive,3
consumer-advice,1
annoyances,1
sprawl,1
utilized,1
allow,9
columns,1
moderately,4
foster,6
worker,1
tezuka,1
swagger,1
educates,1
two-way,1
assesses,1
fighting,10
seductiveness,1
solemnity,2
artifice,8
locate,1
yosuke,1
coinage,1
standouts,1
spoofs,2
spoiler,1
indictment,6
flotsam,2
término,1
thumbs,8
conception,5
lauren,1
hilarious,44
espectacular,1
freundlich,6
punches,3
backward,1
jean-luc,2
screen-eating,1
ill-advised,2
fish,8
sex-soaked,1
film-culture,1
filmic,1
serve,8
tykwer,3
wounded,1
insanity,6
techno-saturation,1
etc,5
:,217
familiar,63
preposterousness,1
transports,2
second,36
take,116
runner,7
economic,3
dahmer,10
sellouts,1
schepisi,4
anthology,1
'uplifting,1
cliche-drenched,1
internet,2
avant,1
devito,4
wordplay,1
completion,2
ebullient,2
silent,6
jacket,1
unhappy,4
touching,45
a,7306
suffused,1
weathered,1
lushness,1
dubious,6
series,70
mesmerize,2
stoppard,2
mueller,1
adrift,2
singer-turned,1
hard-won,1
confront,4
headlong,1
six,7
exit,4
pain,14
leigh,12
dumb,45
pablum,1
entrañable,1
do,290
destroy,3
charismatic,10
relative,4
throwback,5
dishonorable,1
recommendation,4
authentically,2
university,1
pleasant,24
loopiness,2
concoctions,1
ashtray,1
characterisation,1
complicate,1
nuanced,10
need,78
liza,3
blutarsky,1
neurotic,4
guaranteed,6
bundling,1
never-ending,1
ingenue,1
gorefests,1
stymied,1
unconnected,1
deconstructed,1
unhinged,1
smuggling,1
strides,1
motion,18
boosterism,1
brightly,3
show-off,1
really,197
glows,1
sensitivity,5
thumpingly,1
staged,10
gothic,5
denis,8
seth,1
hardened,2
welty,1
bow,9
panoramic,3
encounters,4
santa,11
eye-boggling,1
negotiate,3
mixer,1
whatever,21
ricochets,1
teeth-gnashing,1
implied,2
dilithium,1
national,15
truth,34
urbane,1
'picture,1
hard-to-predict,1
sleazy,2
one-note,2
satire,37
seine,1
well-crafted,8
1937,1
sharing,3
defunct,1
lured,2
skates,1
erotically,2
existência,1
disney-style,1
'cool,1
fizzles,2
theology,2
ventually,1
derry,1
turd,2
chinese,15
questioning,3
complacency,2
croze,1
musings,2
matinee-style,1
too-tepid,1
planos,1
improve,6
spreading,1
gambles,1
gear,2
168-minute,1
epilogue,2
idealism,4
heller,1
registering,1
fetishism,1
michell,5
viewed,6
coat,2
prowess,3
hopeless,4
twaddle,3
most,402
gaps,2
inter-family,1
stockbroker,1
paxton,7
alientation,1
tear,7
deje,1
gasps,1
vain,3
touts,1
acquires,1
roisterous,1
beyond-lame,1
necessary,16
creaky,2
achieved,3
actors,101
exam,1
abbreviated,2
tatou,1
o'neill,1
seats,6
'german-expressionist,1
substance,23
dialog,3
uncool,1
tov,1
piss,1
diffuses,1
yearning,8
champagne,1
gyllenhaal,5
bully,1
buoys,1
'linklater,1
gesture,1
o,38
daughter,6
tangle,1
antic,1
berry,2
necessidade,1
capsule,1
virgin,1
petty,2
cliffsnotes,2
the-blanks,1
show-biz,1
well-structured,1
hitler-study,1
van,13
ruined,3
real-live,1
afforded,1
drab,7
denizens,3
sparring,2
begging,3
reporting,2
imponderably,1
singularly,2
while,220
ho-hum,3
envisioned,1
parent-child,2
1953,1
…the,2
devotedly,1
marred,3
survival,4
declares,1
sorimachi,1
gunning,1
libidinous,1
assaults,2
naqoyqatsi,1
brisk,7
mars,6
decisive,1
wenders,1
wetsuit,1
vice,3
inolvidable,1
doppelganger,1
bruising,2
updating,3
tadpole,6
winged,1
townsend,1
testosterone,1
leniency,1
vinnie,1
owners,2
bear,5
sem,2
co-writer/director,2
vibe,3
bit,80
cross-shaped,1
sweeping,6
succeeds,24
tissues,3
horrific,2
no-nonsense,2
nonstop,5
touchy-feely,1
boyd,3
demographically,2
kills,4
carlin,1
conquer,3
contentedly,1
the,10111
strikingly,1
serpent,1
haynes,10
intellectual,13
bogus,7
meet-cute,2
co-stars,3
claptrap,3
exemplify,1
heidi,2
exiled,1
retold,2
wonderland,1
hawke,6
reminiscence,1
laws,3
romantic-comedy,1
invites,3
sanders,1
ran,2
teams,1
instigator,1
geniality,1
ergo,1
melodrama/character,1
walking,4
rut,3
shrapnel,1
brow,2
levy,3
sees,9
yarns,1
million,6
cherished,1
gosto,1
fingernails,1
brothers,16
quirkiness,3
harks,2
ticket,10
formal,2
forms,3
orleans,1
faking,1
anchor,3
technicality,1
sunnier,1
noses,2
bitter,12
reynolds,2
blows,3
staging,2
hunger,1
predisposed,2
rock-n-rolling,1
elizabeth,7
johnny,2
thornberry,1
reports,1
depression,4
timelines,1
tierney,1
sold-out,1
belonged,1
'punch-drunk,1
contours,1
suicidal,1
testosterone-charged,1
poetic,17
contenders,3
racial,7
darned,4
dimness,1
recklessness,2
westfeldt,1
changing,11
family-oriented,2
mafia,2
sommers,1
thesis,5
wane,1
soupy,1
unforced,7
loudly,1
virtues,10
stupid,30
levant,1
schweig,2
gives,87
excruciating,5
masterful,10
physique,2
came,9
missteps,2
legend,4
alfonso,2
smiling,3
unerring,2
surfer,1
grew,6
moonlight,7
tracks,1
mundane,7
compiled,1
finesse,3
freudian,1
partisans,1
critic-proof,1
101,7
portent,1
visual,69
promised,2
byron,1
rueful,3
unsurprisingly,1
exhibits,1
about,733
competent,11
learnt,1
cardboard,4
analgesic,1
superficial,20
actorliness,1
temptation,3
perpetual,3
stealing,11
welled,1
heist,4
glitter,2
fumbled,1
maintains,10
hairy,1
equally,22
callar,5
crackle,3
lapses,6
barn-burningly,1
ver,5
intelligentsia,1
belt,7
two-hour-and-fifteen-minute,1
fees,1
faultlessly,1
mistakenly,1
voices,7
personifying,1
rerun,2
'too,1
stalked,1
compete,1
poise,1
latrine,1
clean-cut,1
lynch-like,1
woefully,3
compensate,5
right-hand,1
miracle,7
lover,2
diverte,1
proper,5
filler,2
conviction,13
air-conditioning,1
witnessed,3
downplaying,1
patterns,1
conscious,3
silberstein,1
hippie,2
amoral,1
deliverance,1
current,12
bush,2
star-studded,1
burning,4
consigned,2
self-congratulation,2
watered-down,1
prospective,1
super-simple,1
fugitive,1
coincidence,3
mpaa,1
adapted-,1
ownership,1
defining,1
follow-your-dream,1
ambitiously,1
two-actor,1
seus,2
quivering,1
throes,2
respites,1
comparing,1
gazing,2
smallest,1
thinkers,1
avuncular,1
overplayed,1
curling,2
kazan,1
steve,7
south-of-the-border,1
dysfunctionally,1
passive,1
mana,1
athlete,2
'baran,1
police-oriented,1
bind,2
7th,1
lend,4
dick,3
gianni,2
futility,1
oscar-sweeping,1
annie,1
recapitulation,1
extras,2
breakdowns,1
robust,2
facetious,2
remakes,2
commanding,2
breed,3
derisive,1
julie,3
ranges,2
accident-prone,1
mitchell,1
ian,4
angels,5
full-blown,1
jaunt,2
even-handedness,1
tub,3
church-wary,1
worldly-wise,1
definitions,1
ahola,4
memories,12
died,4
trajectory,1
underdog,3
unending,1
girlish,1
choices,14
four-legged,1
reclaiming,1
candy-coat,1
pursued,1
2,30
big-bug,1
millisecond,1
lifetime-channel,1
grips,2
morton,6
transition,3
awareness,3
tweak,1
perkiness,1
mullinski,1
admire,12
maud,1
figurative,1
knee-jerk,3
exasperatingly,2
existentialism,3
child-rearing,1
eavesdropping,1
emphasizing,2
sorely,3
sica,1
speck,1
didactic,7
moodiness,1
blast,8
admission,7
propaganda,8
creates,27
imagination,33
",",10037
elevated,4
sytle,1
pg-rated,1
greatest,18
somebody,9
trite,12
upfront,1
garbled,2
suspect,8
polanski,14
breakthrough,6
checklist,5
mel,5
graceless,4
martial-arts,1
pace,29
oprahfication,1
wiel,1
instead,71
absolutely,23
76-minute,1
delivery,15
absent,2
thinly,4
korean,7
resulted,1
mature,9
all-powerful,1
self-deprecating,6
pics,2
pokey,1
dozen,4
carpets,1
ciertos,1
high-minded,2
famuyiwa,2
float,2
comfort,11
contriving,2
sell,6
intact,4
feces,3
decency,5
pretenciosas,1
mcdonald,1
admiring,1
identity,17
magnified,1
far,137
simmering,2
swill,2
crudely,2
altman,2
melancholic,2
pausing,1
wang,4
friel,3
rescue,6
bark,2
teachers,3
exhibit,2
orchestrated,1
vidgame,1
malone,2
prevalence,1
sweetheart,3
profiling,1
professional,10
off-center,1
workmanlike,2
heartless,1
nathan,2
roll,14
hope,32
lopsided,1
labour,2
reactions,2
husband,11
pleasurable,7
elmo,1
link,2
dazzling,15
anchored,4
deciding,1
prove,17
scariest,4
ambivalence,2
fraught,1
womanhood,1
appreciate,13
irrelevancy,1
guessing,8
soup,2
comedy-drama,5
contender,1
limbs,1
tummy,1
claws,2
cocoon,2
cackles,1
conventions,4
highlighted,2
mixture,11
qutting,1
skilfully,1
sleepwalk,1
flopping,1
bursts,6
explanation,4
fragmented,2
hit,30
blarney,1
comforting,2
early,15
preschooler,1
fence,8
shivers,1
esforço,1
sparkling,7
cohesive,5
redeeming,6
atom,2
guardians,1
cold-fish,1
nerve-raked,1
genevieve,1
swap,1
cuisine,3
videologue,1
motorcycle,1
snipes,7
secret,11
shimmeringly,1
conscientious,2
griffiths,4
complete,23
straining,2
again-courage,1
perpetrators,1
groggy,1
breheny,1
resorting,5
illiterate,1
workout,3
flatbush,1
warmth,20
inflection,1
cagney,2
tela,1
mystery/thriller,1
huston,5
contradiction,3
incurious,1
humanitarian,1
unfunny,26
nastier,1
attracts,1
smartly,8
senseless,1
dust,2
simulation,1
'safe,1
gawk,1
keenest,1
interested,22
wimps,1
aged,4
instrument,1
showcases,8
boasting,3
positions,1
parables,1
nalin,2
elementary,1
feed,1
answered,1
oeuvre,1
rough-hewn,1
unapologetic,2
regime,2
multilayered,2
thoroughly,33
reality,45
sides,13
well-told,1
startlingly,1
abuses,2
deportment,1
category,9
65-minute,1
splendid-looking,1
porno,2
anne,9
standard,21
dogtown,7
columbus,3
woe,1
someplace,1
starts,35
surrender,2
collar,1
circle,3
que,38
treading,3
slow,48
arthur,2
são,2
neurosis,1
bother,11
navel-gazing,2
plate,2
alma,1
monstrous,3
depois,1
inter-racial,1
alarms,1
lunatic,3
monotony,1
contradictions,1
yield,1
iraqi,2
grand-scale,1
wading,1
ryder,1
rake,1
não,6
basically,10
drone,1
life,229
impersonation,2
spectator,2
splashy,1
true,75
somewhere,21
laramie,2
appreciated,5
like,720
affable,4
irritating,17
creatures,4
template,1
illuminates,2
actuary,1
disappointments,2
companion,4
mcklusky,1
import,5
low-down,1
hokey,6
dampens,1
raised,5
fed,1
novak,4
smarty-pants,1
bob,5
practically,8
bet,5
102-minute,2
quietness,1
seven,11
pianist,11
vein,7
fluent,2
heights,4
comment,3
modern-office,1
classes,1
untold,1
neo-nazism,1
gender-war,1
repetitive,17
spotlight,3
exquisitely,9
tailor-made,2
secretary,9
dish,5
reductionist,1
emulates,1
splendidly,3
comeuppance,1
spitting,1
fudged,1
admitting,1
verismo,1
beatrice,1
whirlwind,1
maid,6
generally,20
shun,1
observation,8
listening,2
'40s,1
shallowly,1
doubling,1
jargon,2
jarvis,1
contemptuous,1
seasonal,2
deuces,7
feelings,7
grapple,1
pipeline,1
whistle,1
location,1
bygone,3
dwarf,1
primal,2
undercurrents,1
evokes,9
48,3
powaqqatsi,1
laser-projected,1
stakes,1
twenty-first,1
dependable,1
borg,1
digest,2
low-grade,2
supplies,1
macy,2
staleness,1
lds,1
shekhar,2
mystifying,1
critically,1
kin,1
transformation,6
polite,1
hurt,5
indicated,1
pessimistic,2
gamble,3
'girls,1
rarely,36
grief,21
informed,2
actresses,12
hate,21
scripted,4
giggle,2
100,8
callow,4
indulgence,3
underventilated,1
middling,2
ugliest,1
placed,4
slightest,4
booty,1
delicately,8
rat,2
him,70
bruckheimeresque,1
sugarcoated,1
doomed,2
'suits,1
that,2657
simmer,1
12th,1
unresolved,1
roller-coaster,3
yvan,4
tell,38
lensing,1
demented,6
super-wealthy,1
pubescent,2
debt,2
presents,23
yourself,23
twister,1
painful,23
undercurrent,3
re-invents,1
snail-like,1
android,1
underscore,2
turns,62
wrap,4
coen,3
recognizable,3
semi-throwback,1
15-cent,1
showtime,15
disintegration,1
oscar-size,1
satin,4
peas,1
capturing,7
79-minute,1
fades,1
finally,37
elapse,1
ramis,1
harry,12
iii,3
legitimate,2
eat,7
seamy,1
lone,1
mine,2
skolnick,1
formalism,1
open-mouthed,1
else-,1
mocking,2
stiffness,2
sarah,3
welsh,3
plundered,1
obstacles,6
molestation,1
pecan,1
notting,5
personable,1
justifying,1
pristine,4
mesmerised,1
puzzling,5
bolt,1
grab,8
temper,2
cameron,1
incendiary,3
novella,2
reprehensible,1
fab,1
luridly,2
caved,1
lore,2
munch,2
off-putting,4
charlie,11
incessantly,1
defeat,1
teen-catholic-movie,1
mail-order,1
quirks,9
duración,1
documentary-making,1
kozmo,1
swedish,4
shimizu,2
gator-bashing,1
biologically,1
multi-layers,1
guardian,1
skeptics,1
infatuation,1
eudora,1
dirty,10
chair,3
masterpieces,1
appease,1
siege,2
exhaustion,1
semi,1
luis,1
cop,9
pumps,1
bizarre,22
coincidences,2
comradeship,1
historians,1
depart,1
romeo,1
baran,3
organic,3
etched,1
bust,3
heartland,1
ascends,2
captivated,2
provoking,1
escapades,1
mcconaughey,3
syncopated,1
amuses,1
molested,1
slipshod,1
avoid,17
hogwash,1
deception,4
schaeffer,9
acknowledges,4
auditorium,2
early-on,1
memento,2
beaut,1
coaster,1
monty,16
timeless,7
texture,4
mechanism,1
devilishly,1
expands,4
whole,79
scams,3
premises,2
pillages,1
frat-boy,1
travel-agency,1
truthful,5
titans,1
marivaux,1
tiny,7
bathroom,2
slam-dunk,1
opposites,1
prettiest,1
brimful,1
training,1
many,183
roles,15
recesses,1
hypnotically,3
adicional,1
hinges,4
hands-off,1
pastel,2
martyr,1
jeffs,1
bizarrely,1
ivy,1
williams,27
inquisitions,1
lawrence,15
zombies,1
recognized,2
bleep,1
hit-and-miss,3
disguise,17
strutting,1
goya,1
intellectually,4
disappoint,4
scriptwriters,2
self-congratulatory,3
preciosista,1
yiddish,5
scores,11
off-screen,1
creation,10
spy-action,1
key,12
esoteric,1
holds,20
swept,6
goofiness,2
puro,1
dungeons,1
divining,1
rudy,1
relief,5
pity,13
song,14
investing,1
out-outrage,1
narcotizing,1
recipe,5
gooding,4
lobotomy,1
seams,3
flaccid,5
boiled,1
eye-filling,1
hugh,11
pseudo-hip,1
dead-undead,1
acquired,2
palaver,1
mystique,1
oprah,2
falling,6
evolve,1
wanes,3
clocked,1
packed,12
soothe,1
twists,24
holofcenter,1
lagoon,1
shoving,1
hands,10
belushi,1
classism,1
crucial,6
twinkle,2
fascinated,3
punchline,2
dignified,1
individuals,6
backlash,1
drawn,13
preferred,2
involve,4
irrevocably,1
oozes,2
paintings,3
pad,1
'blade,2
buildup,2
pathology,5
latently,1
heft,3
clink,1
sarcasm,1
refreshed,2
wish-fulfilling,1
savviest,1
shrewd,6
overview,3
renting,1
statecraft,1
san,3
library,1
devilish,1
bonanza,1
sean,2
cigarette,1
teach,4
waters,6
record,12
gravity,6
alabama,10
kappa,1
flatman,1
copies,2
jaglom,8
overreaches,1
bedevils,1
't,1
grievous,1
whip-crack,1
crystal,6
reflection,6
grating,8
not-great,1
grand,15
tongue,4
poking,1
lucy,4
prospect,6
crap,10
inflated,2
insecurity,3
insufficiently,2
combustion,1
chortles,1
eventually,21
shallows,1
bons,1
surface,17
grandly,1
turbulent,3
approaches,3
adored,2
challenges,9
paranormal,1
leaping,3
well-balanced,1
heart-breakingly,1
realistic,18
saying,11
amy,10
signature,1
corniest,1
barbs,1
bubble,4
left,48
delectable,3
disease-of-the-week,1
bailly,2
made-for-tv,3
amalgam,4
turnabout,1
pandering,5
swing,1
avenges,1
guitar,2
co-writers,2
cheer,6
nationalist,1
epitaph,1
patronising,1
advised,2
playthings,1
cafes,1
meditative,4
huggers,1
often-funny,2
mccoist,1
bluff,1
suspects,2
teaching,1
bottomlessly,1
moisture,1
situations,22
pulp,7
sudden,6
potion,1
tormentor,1
cracks,1
choirs,1
indie,18
inexplicably,5
mishmash,4
pegged,1
videotape,2
nonexistent,3
lar,1
bond-inspired,1
spiritless,1
wen,2
clyde,1
look-see,1
lip-synching,1
retro,4
cavorting,1
superstar,4
asia,2
undetermined,1
mistaken,2
fairytale,2
imitative,1
hurried,1
ouzo,1
greasy,1
179-minute,1
close-up,1
thrilling,14
humbling,1
voyeuristic,3
academic,2
junctures,1
szpilman,1
pitfalls,6
dumbfoundingly,1
indefinitely,1
plainly,3
astoundingly,1
'you,2
erase,1
kevin,17
characterized,3
uncut,1
owned,2
looseness,1
southern,12
dictums,1
liver,1
fitfully,5
simone,6
worthless,2
myth,3
delves,1
footing,1
engorged,1
digs,5
petite,1
wallet,5
plummer,3
understandable,2
lunacy,5
luv-spreading,1
worrying,3
substantive,1
nerves,4
stanford,1
climb,1
swift,1
convolution,1
heartache,3
exporing,1
existed,5
shades,3
spielbergian,1
occur,2
charming,58
accomplished,15
mends,1
jewish,7
anti-,1
meyjes,4
sandra,9
'intro,1
share,22
gift,10
steeped,6
retread,14
apple,2
hiatus,1
monkey,1
multi-character,2
unadulterated,1
rea,2
society,17
adoration,1
employs,5
loopholes,1
large-screen,1
dull,79
wide-eyed,1
abdul,1
scooping,1
brady,2
been-there,2
non-threatening,1
ornamentation,1
association,1
undead,2
effort,58
collide,3
worship,3
'scooby,1
accurate,7
russia,1
'co-stars,1
hideously,3
…a,1
'terrorists,1
edges,7
overall,37
overstays,1
utilizing,1
abandone,1
forgets,3
bui,1
unfathomable,1
rekindled,1
dizzying,3
delightful,27
trace,4
conceited,1
andie,1
respectable,8
'great,1
discerning,1
cq,3
drug-related,1
hubert,3
'synthetic,1
fascinating,79
patric,2
sociology,3
irony-free,1
blurs,1
beck,2
unnerving,9
rein,1
community,16
delhi,2
for-fans,1
labelled,1
spring-break,1
insult,4
uncluttered,1
circles,3
unanswered,1
scribe,2
undiscovered,1
ultra-manipulative,1
blimp,1
horror/action,1
definite,2
jacquot,9
menace,11
holes,17
fashioned,3
bodies,6
clichês,1
pulpiness,1
soul-stirring,1
regan,1
stupor,1
caper,13
vibrant,15
shandling,1
gallery,1
contemplative,5
strip-mined,1
venturesome,1
occupation,1
limb,2
arousing,1
tearjerker,4
sally,1
carefully,10
wildest,2
cleansing,1
plutonium,1
intrepid,2
softest,1
beresford,1
scathing,4
aptly,3
sex-in-the-city,1
beliefs,1
les,3
circa,2
guarantees,1
substances,1
rigors,2
ball,6
m-16,1
danny,5
vistas,4
eu,1
handkerchief,1
greatly,4
oh-those-wacky-brits,1
summons,1
know-how,2
special,80
glib,8
brush-up,1
co-wrote,3
hairline,1
sheen,2
believe,48
noodle,1
meanspirited,1
hijinks,1
veracity,1
police-procedural,1
so,555
discards,1
standup,2
lit,6
execrable,1
cobbled,6
sexpot,1
rainy,2
wittier,1
cry,8
groaners,1
superstitious,1
grandiose,1
unaffected,3
spookiness,3
wife/colleague,1
consumption,1
chimney,1
fly,12
screaming,8
gellar,1
extracting,1
chomp,4
seater,1
unmotivated,1
matt,1
deleting,1
corn,2
medium-grade,1
bruce,8
socio-histo-political,1
ooky-spookies,1
obsession,10
reassembled,1
analysis,2
outdated,3
stimulus,1
adaptations,5
chicago-based,1
incapable,3
wearer,1
engaged,9
deathbed,1
fortunately,3
corpus,2
overrun,4
ashamed,1
super-powers,1
tunes,4
wrists,1
unambitious,1
media-constructed,1
morphed,1
94-minute,1
workshop,2
bewilderingly,2
ridicule,2
incarnations,1
hemmingway,1
uno,4
stronger,5
amazement,3
pine,1
siren,2
84,4
lieutenant,2
studio,17
freewheeling,1
rigorously,1
crassly,2
fatale,4
breezily,1
birds,3
'cherish,1
utah,1
alpha,2
smackdown,1
perceptively,1
when,262
greedy,3
bunch,15
becoming,14
bigger-than-life,1
indigenous,1
disastrous,2
improbably,1
generically,1
sweetly,7
avoided,1
bag,12
lounge,1
presiding,1
dignity,8
permission,1
predecessors,12
revered,1
piscopo,1
single-handedly,1
comedy,356
vote,1
voice-over,3
kids-and-family-oriented,1
overcome,16
'lick,1
fussy,2
conveying,6
dime-store,2
freddy,5
willis,6
hamburgers,1
idiots,5
sensitively,1
skate/surf,1
steamy,2
actuaciones,1
future,32
rough-trade,1
aesthetic,4
cream,1
excepting,1
compelled,1
ambivalent,1
signpost,2
haute,1
singer,3
'goodfellas,1
office,10
tonto,1
after-school,11
masterpiece,23
stagy,4
ones,24
thirst,3
a-list,3
evasive,1
glitz,3
river,4
scientists,1
immense,3
authentic,15
nurtures,1
physically,3
joel,5
ali,3
sleep-inducingly,1
inescapable,4
despair,10
snow-and-stuntwork,1
reprieve,1
partir,2
untrained,1
candid,5
ate,1
besides,6
…an,2
human,104
abound,2
photographer,3
distressing,1
kegger,1
over-romanticize,1
traición,1
toe-tapping,1
restage,1
considers,3
savaged,1
cuban,3
simpler,1
lie,9
steinberg,1
judicious,1
semimusical,1
miracles,1
'artistically,1
chinese-,1
amor,4
seagal,17
subtleties,1
soothing,2
self-possessed,1
excellence,1
burgeoning,1
annie-mary,1
daughters,3
courtney,1
justify,11
one-star,1
splatter,1
salacious,1
bonehead,1
indian,8
land-based,1
cameras,2
rough-around-the-edges,1
self-important,4
diverse,6
o2-tank,1
admirable,16
mouse,2
9-11,2
wayward,2
bees,2
earnest,40
follows,10
agreed,1
balm,2
neurotics,1
madmen,1
exploitive,2
recoing,2
bickle,1
wertmuller,3
fidel,1
outrageousness,3
get-go,2
erika,1
pep,1
numbing,4
reptilian,1
andrew,4
tourist,1
spiritually,1
skateboards,1
towards,5
pollyana,1
promising,18
practiced,1
fast-edit,1
hitchens,1
watchable,25
‘em,1
undercut,5
appropriately,4
donald,1
assembled,6
beatings,1
montage,1
self-amused,1
nuts,1
scott,8
royally,1
fundamental,2
words,27
tawdry,5
stylishly,1
profiles,1
pink,5
less-,1
underestimate,1
